TimestampEpoch;BusChannel;ID;IDE;DLC;DataLength;Dir;EDL;BRS;DataBytes
1729416883.456;1;7E8;0;8;8;0;0;0;0341040000000000
1729416883.730;1;7E8;0;8;8;0;0;0;03410D0000000000
1729416883.759;1;7E8;0;8;8;0;0;0;0341463C00000000
1729416883.910;1;7E8;0;8;8;0;0;0;034130FF00000000
1729416883.969;1;7E8;0;8;8;0;0;0;034130FF00000000
1729416884.30;1;7E8;0;8;8;0;0;0;044144841A000000
1729416884.210;1;7E8;0;8;8;0;0;0;0341524700000000
1729416884.269;1;7E8;0;8;8;0;0;0;04411F0000000000
1729416884.330;1;7E8;0;8;8;0;0;0;044144841A000000
1729416884.480;1;7E8;0;8;8;0;0;0;044131DDE7000000
1729416884.720;1;7E8;0;8;8;0;0;0;04410C0000000000
1729416884.780;1;7E8;0;8;8;0;0;0;03414A1400000000
1729416885.80;1;7E8;0;8;8;0;0;0;0341053C00000000
1729416885.230;1;7E8;0;8;8;0;0;0;0341491400000000
1729416885.379;1;7E8;0;8;8;0;0;0;03410D0000000000
1729416885.409;1;7E8;0;8;8;0;0;0;0341040000000000
1729416885.679;1;7E8;0;8;8;0;0;0;0441422566000000
1729416885.709;1;7E8;0;8;8;0;0;0;0341336200000000
1729416885.919;1;7E8;0;8;8;0;0;0;03412E0000000000
1729416886.979;1;7E8;0;8;8;0;0;0;03414A1400000000
1729416886.9;1;7E8;0;8;8;0;0;0;0341463C00000000
1729416886.70;1;7E8;0;8;8;0;0;0;03410D0000000000
1729416886.130;1;7E8;0;8;8;0;0;0;04410C0070000000
1729416886.219;1;7E8;0;8;8;0;0;0;0441422849000000
1729416886.309;1;7E8;0;8;8;0;0;0;0341053C00000000
1729416886.579;1;7E8;0;8;8;0;0;0;0441430083000000
1729416886.609;1;7E8;0;8;8;0;0;0;044131DDE7000000
1729416886.729;1;7E8;0;8;8;0;0;0;03410D0000000000
1729416886.760;1;7E8;0;8;8;0;0;0;0341047B00000000
1729416887.180;1;7E8;0;8;8;0;0;0;0441422E8D000000
1729416887.270;1;7E8;0;8;8;0;0;0;04411F0000000000
1729416887.660;1;7E8;0;8;8;0;0;0;0341053C00000000
1729416887.719;1;7E8;0;8;8;0;0;0;0341112700000000
1729416887.809;1;7E8;0;8;8;0;0;0;04411F0001000000
1729416887.929;1;7E8;0;8;8;0;0;0;0341045500000000
1729416887.960;1;7E8;0;8;8;0;0;0;04414484A5000000
1729416888.19;1;7E8;0;8;8;0;0;0;0341510300000000
1729416888.170;1;7E8;0;8;8;0;0;0;0341336200000000
1729416888.560;1;7E8;0;8;8;0;0;0;03412E0000000000
1729416888.619;1;7E8;0;8;8;0;0;0;0441430032000000
1729416888.770;1;7E8;0;8;8;0;0;0;03412F4400000000
1729416889.9;1;7E8;0;8;8;0;0;0;0341112600000000
1729416889.69;1;7E8;0;8;8;0;0;0;0341044A00000000
1729416889.280;1;7E8;0;8;8;0;0;0;03414C1200000000
1729416889.519;1;7E8;0;8;8;0;0;0;0441210000000000
1729416889.580;1;7E8;0;8;8;0;0;0;03411C1D00000000
1729416889.670;1;7E8;0;8;8;0;0;0;0341450D00000000
1729416889.819;1;7E8;0;8;8;0;0;0;034130FF00000000
1729416889.969;1;7E8;0;8;8;0;0;0;03412E0000000000
1729416890.210;1;7E8;0;8;8;0;0;0;0341112700000000
1729416890.810;1;7E8;0;8;8;0;0;0;0341472800000000
1729416890.869;1;7E8;0;8;8;0;0;0;0341112700000000
1729416891.410;1;7E8;0;8;8;0;0;0;03414A1400000000
1729416891.529;1;7E8;0;8;8;0;0;0;0341510300000000
1729416891.890;1;7E8;0;8;8;0;0;0;03412E0000000000
1729416891.920;1;7E8;0;8;8;0;0;0;03412E0000000000
1729416892.980;1;7E8;0;8;8;0;0;0;0341045A00000000
1729416892.39;1;7E8;0;8;8;0;0;0;0341510300000000
1729416892.69;1;7E8;0;8;8;0;0;0;03414A1400000000
1729416892.133;1;7E8;0;8;8;0;0;0;03412F4400000000
1729416892.430;1;7E8;0;8;8;0;0;0;0341524700000000
1729416892.640;1;7E8;0;8;8;0;0;0;04410C1508000000
1729416893.240;1;7E8;0;8;8;0;0;0;0341336200000000
1729416893.269;1;7E8;0;8;8;0;0;0;0341463C00000000
1729416893.389;1;7E8;0;8;8;0;0;0;04411F0006000000
1729416893.869;1;7E8;0;8;8;0;0;0;0341524700000000
1729416893.929;1;7E8;0;8;8;0;0;0;0441210000000000
1729416894.989;1;7E8;0;8;8;0;0;0;0341046800000000
1729416894.19;1;7E8;0;8;8;0;0;0;04411F0007000000
1729416894.232;1;7E8;0;8;8;0;0;0;0441423800000000
1729416894.289;1;7E8;0;8;8;0;0;0;0341510300000000
1729416894.439;1;7E8;0;8;8;0;0;0;03414A1400000000
1729416894.529;1;7E8;0;8;8;0;0;0;034130FF00000000
1729416894.589;1;7E8;0;8;8;0;0;0;03414C1600000000
1729416895.129;1;7E8;0;8;8;0;0;0;0341510300000000
1729416895.189;1;7E8;0;8;8;0;0;0;04410C1420000000
1729416895.279;1;7E8;0;8;8;0;0;0;0341046700000000
1729416895.789;1;7E8;0;8;8;0;0;0;034130FF00000000
1729416895.819;1;7E8;0;8;8;0;0;0;0441430052000000
1729416896.91;1;7E8;0;8;8;0;0;0;04410C1439000000
1729416896.119;1;7E8;0;8;8;0;0;0;0341451100000000
1729416896.239;1;7E8;0;8;8;0;0;0;0341510300000000
1729416896.329;1;7E8;0;8;8;0;0;0;0441210000000000
1729416896.389;1;7E8;0;8;8;0;0;0;03414A1400000000
1729416896.689;1;7E8;0;8;8;0;0;0;04410C13E4000000
1729416897.989;1;7E8;0;8;8;0;0;0;0341336200000000
1729416897.529;1;7E8;0;8;8;0;0;0;0341112900000000
1729416897.588;1;7E8;0;8;8;0;0;0;0341472A00000000
1729416897.829;1;7E8;0;8;8;0;0;0;0441430050000000
1729416898.69;1;7E8;0;8;8;0;0;0;0441447EB8000000
1729416898.129;1;7E8;0;8;8;0;0;0;0341053D00000000
1729416898.880;1;7E8;0;8;8;0;0;0;03410F3D00000000
1729416898.939;1;7E8;0;8;8;0;0;0;0341524700000000
1729416899.29;1;7E8;0;8;8;0;0;0;0341336200000000
1729416899.89;1;7E8;0;8;8;0;0;0;0341472A00000000
1729416899.389;1;7E8;0;8;8;0;0;0;0341046400000000
1729416899.539;1;7E8;0;8;8;0;0;0;03411C1D00000000
1729416899.629;1;7E8;0;8;8;0;0;0;04411F000D000000
1729416899.779;1;7E8;0;8;8;0;0;0;04410C13B5000000
1729416900.229;1;7E8;0;8;8;0;0;0;0341463D00000000
1729416900.349;1;7E8;0;8;8;0;0;0;0341046400000000
1729416900.739;1;7E8;0;8;8;0;0;0;0341491400000000
1729416901.979;1;7E8;0;8;8;0;0;0;0341336200000000
1729416901.38;1;7E8;0;8;8;0;0;0;0341046500000000
1729416901.99;1;7E8;0;8;8;0;0;0;04411F000E000000
1729416901.249;1;7E8;0;8;8;0;0;0;03411C1D00000000
1729416901.279;1;7E8;0;8;8;0;0;0;03414C1500000000
1729416901.338;1;7E8;0;8;8;0;0;0;0341053D00000000
1729416901.399;1;7E8;0;8;8;0;0;0;04411F000E000000
1729416901.579;1;7E8;0;8;8;0;0;0;0341524700000000
1729416901.729;1;7E8;0;8;8;0;0;0;03412F4500000000
1729416902.999;1;7E8;0;8;8;0;0;0;0341112900000000
1729416902.29;1;7E8;0;8;8;0;0;0;034130FF00000000
1729416902.179;1;7E8;0;8;8;0;0;0;0341112900000000
1729416902.299;1;7E8;0;8;8;0;0;0;044143004F000000
1729416902.329;1;7E8;0;8;8;0;0;0;0341524700000000
1729416902.448;1;7E8;0;8;8;0;0;0;03410D0000000000
1729416902.539;1;7E8;0;8;8;0;0;0;0341510300000000
1729416903.48;1;7E8;0;8;8;0;0;0;0441430050000000
1729416903.289;1;7E8;0;8;8;0;0;0;03412E0000000000
1729416903.379;1;7E8;0;8;8;0;0;0;03412F4400000000
1729416903.439;1;7E8;0;8;8;0;0;0;0341472900000000
1729416903.529;1;7E8;0;8;8;0;0;0;03414A1400000000
1729416903.649;1;7E8;0;8;8;0;0;0;04410C1348000000
1729416903.679;1;7E8;0;8;8;0;0;0;034130FF00000000
1729416903.799;1;7E8;0;8;8;0;0;0;0341524700000000
1729416903.829;1;7E8;0;8;8;0;0;0;03411C1D00000000
1729416903.949;1;7E8;0;8;8;0;0;0;03412F4400000000
1729416904.129;1;7E8;0;8;8;0;0;0;0441423800000000
1729416904.429;1;7E8;0;8;8;0;0;0;0341463D00000000
1729416904.549;1;7E8;0;8;8;0;0;0;0341491400000000
1729416904.699;1;7E8;0;8;8;0;0;0;0341047500000000
1729416905.999;1;7E8;0;8;8;0;0;0;044131DDE7000000
1729416905.299;1;7E8;0;8;8;0;0;0;03412F4400000000
1729416905.389;1;7E8;0;8;8;0;0;0;03412F4400000000
1729416905.449;1;7E8;0;8;8;0;0;0;04414237CD000000
1729416905.479;1;7E8;0;8;8;0;0;0;0341336200000000
1729416905.539;1;7E8;0;8;8;0;0;0;03414A1400000000
1729416905.898;1;7E8;0;8;8;0;0;0;0441430046000000
1729416905.929;1;7E8;0;8;8;0;0;0;0341524700000000
1729416906.439;1;7E8;0;8;8;0;0;0;0341045100000000
1729416906.559;1;7E8;0;8;8;0;0;0;04411F0014000000
1729416906.588;1;7E8;0;8;8;0;0;0;03410D0000000000
1729416906.649;1;7E8;0;8;8;0;0;0;0341045000000000
1729416906.708;1;7E8;0;8;8;0;0;0;0341045000000000
1729416907.39;1;7E8;0;8;8;0;0;0;04414478DD000000
1729416907.608;1;7E8;0;8;8;0;0;0;0341336200000000
1729416907.639;1;7E8;0;8;8;0;0;0;03410F3E00000000
1729416907.698;1;7E8;0;8;8;0;0;0;0441423767000000
1729416907.908;1;7E8;0;8;8;0;0;0;03412E0000000000
1729416907.939;1;7E8;0;8;8;0;0;0;044131DDE7000000
1729416908.998;1;7E8;0;8;8;0;0;0;0341510300000000
1729416908.208;1;7E8;0;8;8;0;0;0;0341510300000000
1729416908.239;1;7E8;0;8;8;0;0;0;04414480CE000000
1729416908.599;1;7E8;0;8;8;0;0;0;04410C1257000000
1729416909.348;1;7E8;0;8;8;0;0;0;03412E0000000000
1729416909.648;1;7E8;0;8;8;0;0;0;044143003D000000
1729416909.858;1;7E8;0;8;8;0;0;0;03410D0200000000
1729416909.889;1;7E8;0;8;8;0;0;0;034130FF00000000
1729416909.948;1;7E8;0;8;8;0;0;0;0341045000000000
1729416910.189;1;7E8;0;8;8;0;0;0;0341112500000000
1729416910.248;1;7E8;0;8;8;0;0;0;0341524700000000
1729416910.338;1;7E8;0;8;8;0;0;0;0341053F00000000
1729416910.609;1;7E8;0;8;8;0;0;0;03414A1400000000
1729416910.848;1;7E8;0;8;8;0;0;0;044142379A000000
1729416910.909;1;7E8;0;8;8;0;0;0;044142387F000000
1729416911.999;1;7E8;0;8;8;0;0;0;04414237CD000000
1729416911.89;1;7E8;0;8;8;0;0;0;0341463E00000000
1729416911.148;1;7E8;0;8;8;0;0;0;0341510300000000
1729416911.358;1;7E8;0;8;8;0;0;0;034130FF00000000
1729416911.658;1;7E8;0;8;8;0;0;0;0341336200000000
1729416911.809;1;7E8;0;8;8;0;0;0;0341045400000000
1729416911.838;1;7E8;0;8;8;0;0;0;03410F3E00000000
1729416912.499;1;7E8;0;8;8;0;0;0;0341463E00000000
1729416912.648;1;7E8;0;8;8;0;0;0;044131DDE7000000
1729416912.709;1;7E8;0;8;8;0;0;0;034130FF00000000
1729416912.739;1;7E8;0;8;8;0;0;0;0341047800000000
1729416912.858;1;7E8;0;8;8;0;0;0;04410C13A4000000
1729416912.948;1;7E8;0;8;8;0;0;0;03410F3E00000000
